1, 3313, 3042, 7258, 2451, 3883, 5626, 4, 8, 136, 89, 0, 0, 1, 5, 0, 0, 10, 0, 98, 24, 1, 0, 3, 20, 0, 0
2, 2512, 4277, 3276, 2207, 5638, 2525, 0, 0, 125, 14, 2, 3, 1, 35, 1, 1, 0, 0, 74, 95, 0, 3, 3, 35, 5, 2
3, 2177, 2491, 6758, 2667, 5290, 3848, 0, 0, 43, 0, 0, 0, 0, 10, 0, 2, 0, 7, 111, 136, 3, 3, 2, 45, 0, 0
4, 5275, 2225, 4225, 4693, 2574, 3130, 10, 0, 136, 127, 0, 3, 0, 15, 1, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0
5, 3871, 4663, 4665, 4778, 2654, 5340, 0, 0, 74, 0, 0, 3, 0, 15, 0, 1, 0, 0, 135, 120, 3, 3, 3, 45, 0, 1
6, 5278, 1625, 7273, 2855, 2227, 2175, 10, 0, 136, 122, 0, 3, 1, 30, 0, 0, 10, 0, 136, 0, 0, 3, 1, 20, 0, 0
7, 3610, 3277, 3202, 3750, 2549, 2606, 0, 5, 129, 103, 3, 3, 3, 45, 0, 0, 0, 0, 93, 16, 0, 3, 0, 15, 0, 0
8, 4648, 6912, 3367, 6749, 2472, 7019, 3, 0, 136, 119, 1, 3, 3, 35, 0, 1, 0, 0, 128, 0, 0, 0, 0, 0, 0, 1
9, 2129, 2883, 171, 3082, 3633, 4230, 0, 0, 106, 105, 2, 3, 3, 40, 2, 2, 0, 0, 128, 0, 0, 3, 0, 15, 0, 1
10, 4277, 5275, 2654, 3883, 2512, 7258, 9, 3, 136, 136, 0, 3, 0, 20, 4, 2, 0, 0, 55, 0, 0, 0, 0, 0, 4, 0
11, 2574, 5626, 2491, 2175, 4778, 6758, 11, 0, 108, 124, 0, 3, 2, 40, 2, 2, 9, 0, 38, 1, 0, 0, 0, 10, 1, 0
12, 4225, 5278, 5340, 2207, 2667, 7273, 0, 0, 50, 0, 0, 3, 0, 15, 0, 0, 0, 0, 121, 94, 0, 3, 2, 25, 0, 1
13, 5638, 3276, 3313, 3367, 3610, 5290, 3, 0, 21, 0, 0, 0, 0, 10, 0, 1, 0, 0, 129, 122, 0, 3, 3, 35, 0, 1
14, 2855, 6912, 4230, 3633, 3848, 3750, 5, 0, 136, 117, 3, 0, 2, 45, 1, 1, 0, 0, 71, 0, 0, 3, 0, 15, 1, 1
15, 2225, 4665, 2472, 2177, 3202, 3871, 0, 0, 87, 0, 1, 3, 0, 30, 2, 0, 0, 0, 128, 116, 0, 3, 1, 20, 0, 1
16, 3130, 6749, 2451, 4663, 1625, 2549, 11, 0, 34, 11, 3, 3, 0, 35, 0, 0, 0, 6, 124, 126, 0, 3, 3, 30, 1, 1
17, 2883, 7019, 3042, 3277, 4693, 2129, 0, 0, 85, 90, 0, 3, 3, 30, 1, 1, 10, 0, 92, 14, 2, 3, 1, 30, 0, 3
18, 3082, 171, 4648, 2227, 2606, 2525, 0, 1, 102, 133, 0, 3, 1, 20, 1, 0, 0, 0, 127, 0, 0, 0, 0, 0, 3, 2
19, 7258, 5290, 3276, 2175, 3750, 5278, 11, 0, 107, 115, 1, 3, 3, 35, 0, 0, 10, 0, 90, 11, 2, 0, 3, 35, 1, 0
20, 3367, 2855, 3848, 3610, 5340, 3883, 8, 0, 47, 123, 0, 0, 0, 10, 1, 0, 0, 0, 52, 0, 0, 3, 0, 15, 1, 0
21, 2549, 2512, 5638, 1625, 6912, 6758, 10, 0, 81, 11, 2, 3, 0, 25, 0, 0, 9, 5, 136, 123, 3, 3, 1, 40, 0, 0
22, 3202, 2574, 4277, 7019, 2129, 5626, 0, 0, 127, 0, 0, 3, 3, 45, 0, 0, 3, 0, 136, 122, 1, 0, 0, 10, 2, 0
23, 3313, 2654, 7273, 3633, 171, 2225, 7, 0, 136, 29, 3, 3, 3, 45, 3, 0, 0, 0, 123, 70, 0, 3, 1, 20, 0, 0
24, 3130, 4230, 2883, 2491, 4648, 4665, 9, 0, 54, 11, 2, 3, 2, 35, 0, 1, 2, 8, 136, 127, 3, 3, 2, 45, 1, 2
25, 6749, 2606, 4663, 3871, 3042, 5275, 10, 0, 136, 80, 2, 3, 3, 45, 0, 2, 6, 0, 136, 2, 3, 3, 0, 30, 1, 1
26, 2525, 2451, 3082, 4225, 3277, 2177, 0, 0, 29, 25, 0, 3, 0, 15, 0, 0, 0, 6, 135, 94, 2, 0, 0, 20, 0, 0
27, 4778, 2207, 4693, 2667, 2227, 2472, 3, 0, 136, 29, 0, 3, 0, 15, 2, 0, 3, 0, 136, 61, 0, 0, 2, 10, 8, 0
28, 5638, 7258, 2574, 2855, 7273, 3202, 0, 0, 120, 0, 0, 3, 0, 15, 1, 0, 0, 0, 126, 112, 0, 3, 3, 30, 2, 0
29, 3276, 7019, 4648, 3313, 3130, 3848, 10, 0, 136, 124, 2, 3, 3, 40, 0, 2, 10, 0, 136, 0, 0, 3, 0, 15, 0, 1
30, 4663, 6758, 3610, 2175, 4277, 2883, 10, 0, 136, 122, 0, 3, 3, 40, 0, 0, 1, 0, 34, 0, 1, 3, 0, 20, 0, 0
31, 2654, 3082, 2177, 2491, 3042, 1625, 10, 0, 136, 125, 2, 3, 3, 40, 0, 1, 0, 0, 125, 0, 0, 0, 0, 30, 1, 2
32, 3871, 3633, 2207, 5626, 4693, 5290, 2, 0, 136, 2, 0, 3, 0, 15, 0, 1, 7, 0, 136, 90, 0, 3, 3, 30, 0, 2
33, 5278, 2451, 4230, 2525, 5275, 3367, 0, 0, 66, 11, 3, 0, 0, 15, 0, 0, 10, 8, 136, 127, 1, 3, 3, 35, 0, 2
34, 2472, 3883, 4225, 171, 3750, 4778, 6, 0, 78, 12, 3, 3, 3, 45, 0, 1, 7, 0, 136, 112, 2, 3, 0, 25, 1, 1
35, 2667, 2129, 6749, 2512, 2606, 4665, 9, 0, 136, 24, 0, 3, 0, 15, 0, 1, 0, 0, 117, 63, 0, 3, 1, 25, 2, 1
36, 5340, 2225, 6912, 3277, 2549, 2227, 4, 5, 136, 136, 3, 3, 3, 45, 0, 0, 0, 0, 65, 0, 0, 0, 0, 10, 1, 1
37, 7273, 4663, 7258, 7019, 2207, 2491, 0, 0, 129, 114, 0, 3, 2, 30, 0, 3, 0, 0, 52, 0, 0, 3, 0, 15, 1, 1
38, 2883, 2525, 5626, 3848, 5638, 2654, 0, 0, 126, 126, 2, 3, 3, 40, 1, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0
39, 2451, 4277, 3610, 2472, 4648, 3871, 4, 0, 82, 105, 1, 3, 2, 30, 0, 0, 0, 6, 134, 20, 0, 3, 0, 15, 0, 0
40, 4693, 2606, 2175, 2855, 4665, 3883, 0, 0, 126, 0, 0, 0, 0, 10, 1, 2, 11, 0, 136, 120, 1, 3, 3, 35, 0, 1
41, 3042, 2177, 2227, 4230, 3276, 2574, 10, 0, 136, 7, 0, 3, 1, 20, 0, 0, 3, 0, 136, 106, 0, 0, 1, 5, 2, 1
42, 4225, 3367, 2667, 6912, 2129, 2549, 0, 0, 14, 104, 1, 3, 1, 25, 0, 1, 0, 0, 0, 11, 2, 0, 0, 15, 0, 0
43, 5275, 1625, 3750, 6758, 5340, 3633, 0, 0, 124, 11, 2, 3, 3, 40, 0, 0, 10, 0, 136, 115, 3, 3, 3, 45, 0, 0
44, 3277, 3130, 4778, 5278, 3313, 2512, 9, 0, 136, 89, 0, 0, 3, 25, 2, 0, 10, 0, 136, 21, 2, 3, 2, 45, 1, 0
45, 171, 6749, 5290, 2225, 3202, 3082, 0, 0, 127, 108, 0, 3, 3, 30, 0, 0, 0, 0, 128, 11, 3, 0, 0, 20, 1, 1
46, 7273, 4665, 4693, 3848, 3610, 2525, 0, 0, 95, 118, 0, 3, 0, 15, 0, 0, 0, 8, 63, 14, 3, 3, 0, 35, 1, 1
47, 2574, 2667, 3883, 2883, 2451, 4663, 4, 8, 136, 134, 0, 3, 3, 45, 0, 0, 0, 0, 12, 0, 0, 3, 3, 30, 0, 0
48, 2606, 5626, 4225, 3367, 3276, 1625, 11, 0, 136, 40, 3, 3, 3, 45, 0, 0, 0, 0, 113, 73, 0, 3, 2, 25, 0, 3
49, 3633, 5278, 2549, 3042, 2472, 5638, 10, 0, 136, 11, 2, 3, 3, 45, 0, 1, 7, 6, 136, 126, 3, 3, 3, 45, 0, 3
50, 4230, 3202, 4648, 2654, 2207, 6758, 0, 0, 125, 0, 0, 3, 0, 15, 1, 0, 10, 7, 80, 136, 0, 0, 3, 30, 0, 0
51, 5290, 2855, 4778, 7019, 5275, 171, 0, 0, 129, 3, 1, 3, 1, 35, 0, 0, 0, 0, 100, 51, 1, 3, 1, 25, 1, 1
52, 2225, 3750, 2227, 2491, 6749, 4277, 5, 0, 82, 0, 1, 3, 1, 40, 0, 0, 0, 1, 127, 136, 3, 3, 3, 45, 0, 2
53, 2129, 2175, 2512, 2177, 5340, 3313, 0, 0, 113, 11, 2, 0, 1, 15, 8, 1, 0, 2, 127, 103, 0, 3, 3, 30, 0, 0
54, 3277, 3082, 3871, 3130, 7258, 6912, 10, 0, 136, 101, 0, 0, 0, 0, 1, 0, 5, 0, 136, 22, 2, 3, 1, 40, 1, 3
55, 3610, 4230, 2606, 5626, 5278, 4663, 1, 0, 110, 0, 0, 3, 0, 15, 0, 0, 0, 0, 121, 104, 0, 3, 1, 20, 0, 2
56, 6758, 4665, 3276, 3883, 7273, 3633, 7, 0, 88, 125, 1, 3, 1, 25, 0, 0, 10, 0, 122, 1, 1, 3, 1, 25, 1, 0
57, 4778, 3848, 3042, 5290, 2525, 3202, 0, 0, 90, 0, 1, 3, 0, 20, 0, 0, 0, 0, 130, 119, 0, 3, 2, 25, 1, 0
58, 3313, 2491, 2129, 2549, 5275, 2472, 0, 0, 127, 93, 3, 3, 3, 45, 0, 1, 5, 0, 136, 13, 2, 3, 1, 30, 0, 0
59, 7019, 3871, 2855, 4225, 3082, 2512, 9, 0, 136, 101, 0, 3, 2, 30, 1, 0, 0, 0, 79, 12, 3, 3, 0, 35, 1, 3
60, 5638, 2225, 4693, 5340, 4648, 2451, 10, 8, 136, 127, 3, 3, 2, 45, 1, 2, 0, 0, 100, 11, 2, 3, 3, 40, 0, 0
61, 3130, 2175, 2207, 2654, 6749, 6912, 0, 0, 39, 0, 1, 3, 0, 20, 8, 1, 10, 0, 136, 109, 0, 3, 3, 30, 0, 0
62, 2227, 2883, 3367, 7258, 3750, 2177, 6, 0, 57, 128, 1, 3, 3, 35, 0, 2, 4, 0, 136, 0, 0, 3, 1, 20, 3, 1
