63, 4277, 3277, 2667, 1625, 171, 2574, 10, 0, 136, 38, 0, 3, 0, 15, 1, 1, 3, 0, 137, 63, 0, 3, 1, 20, 0, 0
64, 4665, 4225, 3610, 6758, 5290, 3042, 10, 0, 136, 104, 2, 3, 2, 40, 0, 0, 0, 0, 1, 11, 2, 3, 3, 45, 0, 0
65, 2606, 3883, 7019, 5340, 5638, 4230, 10, 1, 128, 13, 2, 3, 1, 40, 0, 0, 6, 0, 136, 124, 0, 3, 2, 25, 1, 3
66, 5626, 2472, 2175, 3082, 7273, 3130, 10, 0, 136, 57, 0, 3, 0, 15, 0, 0, 10, 0, 136, 54, 0, 3, 1, 20, 4, 0
67, 2883, 3848, 5275, 2207, 3367, 2225, 0, 0, 128, 11, 2, 3, 0, 25, 0, 0, 0, 0, 95, 118, 0, 0, 0, 5, 1, 3
68, 2512, 3633, 3277, 4663, 2227, 3202, 0, 1, 127, 13, 0, 3, 1, 20, 0, 0, 9, 0, 136, 119, 3, 3, 3, 45, 0, 0
69, 2451, 2654, 2491, 3276, 2855, 2129, 10, 0, 107, 9, 0, 3, 0, 15, 2, 1, 9, 5, 136, 39, 1, 3, 1, 25, 0, 0
70, 6912, 2177, 5278, 4277, 4693, 171, 0, 0, 11, 11, 3, 3, 1, 35, 0, 0, 10, 0, 136, 103, 0, 3, 2, 25, 0, 1
71, 1625, 2525, 2667, 3750, 3871, 3313, 0, 0, 129, 125, 3, 3, 3, 45, 1, 0, 10, 0, 109, 2, 0, 3, 2, 30, 0, 0
72, 2574, 4778, 2549, 4648, 7258, 6749, 0, 0, 98, 11, 3, 0, 1, 25, 0, 3, 0, 0, 108, 115, 3, 3, 3, 45, 1, 3
73, 2175, 5638, 7273, 4230, 3042, 3277, 0, 6, 129, 127, 1, 3, 3, 35, 0, 0, 10, 0, 74, 11, 2, 3, 1, 45, 0, 0
74, 2472, 3848, 2606, 2227, 4225, 2654, 4, 0, 104, 59, 0, 3, 1, 45, 3, 0, 7, 0, 136, 70, 2, 3, 3, 45, 0, 1
75, 6912, 4663, 5275, 3202, 5626, 3276, 10, 0, 136, 111, 0, 3, 3, 30, 2, 0, 1, 0, 38, 11, 2, 0, 1, 15, 0, 0
76, 2491, 2512, 171, 4693, 3367, 2451, 0, 6, 122, 28, 2, 3, 3, 45, 0, 1, 9, 0, 50, 108, 1, 3, 2, 40, 0, 0
77, 3082, 2207, 3750, 4665, 3313, 2574, 0, 0, 125, 126, 0, 3, 3, 30, 0, 3, 6, 0, 136, 0, 1, 3, 1, 30, 0, 1
78, 2549, 3871, 6749, 3883, 2883, 5278, 0, 3, 121, 125, 3, 3, 2, 45, 1, 0, 9, 0, 134, 11, 3, 3, 3, 45, 1, 1
79, 2525, 7258, 2855, 2225, 6758, 2667, 0, 0, 125, 94, 2, 3, 3, 40, 0, 0, 0, 0, 73, 0, 1, 0, 0, 5, 1, 1
80, 2129, 5290, 5340, 4648, 3130, 4277, 11, 0, 136, 124, 0, 0, 1, 30, 2, 1, 0, 0, 30, 2, 2, 3, 1, 30, 0, 1
81, 3633, 2177, 1625, 4778, 3610, 7019, 3, 0, 136, 73, 2, 3, 1, 30, 1, 0, 10, 0, 136, 37, 3, 3, 1, 35, 2, 0
82, 4665, 2227, 3082, 5275, 2451, 5638, 0, 0, 118, 103, 1, 3, 3, 35, 1, 1, 3, 0, 65, 17, 0, 3, 3, 35, 1, 0
83, 3848, 2549, 2207, 171, 2175, 3871, 10, 0, 137, 93, 0, 3, 3, 30, 0, 0, 3, 0, 74, 23, 3, 3, 0, 35, 0, 3
84, 2472, 6758, 4693, 3276, 4663, 3277, 0, 0, 125, 110, 3, 3, 3, 45, 1, 0, 0, 0, 80, 11, 2, 3, 0, 30, 0, 0
85, 4277, 3313, 5626, 6749, 4225, 2855, 9, 0, 136, 11, 2, 3, 2, 45, 10, 0, 0, 0, 84, 115, 3, 3, 3, 45, 0, 0
86, 3202, 7019, 2654, 3610, 2667, 5278, 0, 0, 79, 111, 3, 3, 2, 40, 0, 0, 6, 0, 136, 11, 2, 3, 3, 45, 0, 0
87, 3042, 2525, 5340, 6912, 2491, 2883, 9, 0, 136, 59, 1, 3, 2, 45, 1, 1, 10, 0, 136, 22, 2, 3, 0, 25, 0, 0
88, 3750, 3883, 4648, 7273, 2512, 2177, 3, 0, 87, 27, 0, 0, 0, 0, 6, 0, 8, 0, 130, 90, 3, 3, 3, 45, 0, 1
89, 5290, 3130, 3633, 2606, 2574, 3367, 10, 0, 136, 11, 2, 3, 3, 40, 0, 1, 10, 0, 136, 113, 3, 3, 3, 45, 0, 1
90, 7258, 4778, 1625, 2129, 4230, 2225, 10, 0, 136, 25, 0, 3, 1, 20, 1, 2, 10, 0, 136, 77, 0, 3, 1, 20, 0, 0
